SURVYEAR	FIPST	STABR	STATENAME	SEANAME	LEAID	ST_LEAID	LEA_NAME	SCHID	ST_SCHID	NCESSCH	SCH_NAME	MSTREET1	MSTREET2	MSTREET3	MCITY	MSTATE	MZIP	MZIP4	PHONE	LSTREET1	LSTREET2	LSTREET3	LCITY	LSTATE	LZIP	LZIP4	UNION	OUT_OF_STATE_FLAG	SCH_TYPE_TEXT	SCH_TYPE	RECON_STATUS	GSLO	GSHI	LEVEL	VIRTUAL	BIES	SY_STATUS_TEXT	SY_STATUS	UPDATED_STATUS_TEXT	UPDATED_STATUS	EFFECTIVE_DATE	CHARTER_TEXT	PKOFFERED	KGOFFERED	G1OFFERED	G2OFFERED	G3OFFERED	G4OFFERED	G5OFFERED	G6OFFERED	G7OFFERED	G8OFFERED	G9OFFERED	G10OFFERED	G11OFFERED	G12OFFERED	G13OFFERED	AEOFFERED	UGOFFERED	NOGRADES	CHARTAUTH1	CHARTAUTHN1	CHARTAUTH2	CHARTAUTHN2	IGOFFERED
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2628560	82100	Plymouth-Canton Community Schools	07567	05503	262856007567	Tanger Center	40260 FIVE MILE RD			PLYMOUTH	MI	48170	2764	7345826801	40260 FIVE MILE RD			PLYMOUTH	MI	48170	2764	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:43:32	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2628740	63030	Pontiac City School District	07901	09921	262874007901	Pontiac Early Academy for Childhood Education	723 COTTAGE ST			PONTIAC	MI	48342	3328	2484517770	723 COTTAGE ST			PONTIAC	MI	48342	3328	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:37:03	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2628740	63030	Pontiac City School District	08163	00452	262874008163	Bethune Adult Education	1051 Arlene Ave.			Pontiac	MI	48340		2484517970	1051 Arlene Ave.			Pontiac	MI	48340		000	N	Reportable Program	5	No	12	12	3	No	2	Open	1	Open	1	26JAN2015:10:37:01	No	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2629460	82110	Redford Union Schools District No. 1	01566	04484	262946001566	B. Beck Education Center	27100 Bennett			Redford	MI	48240	2326	3132423501	27100 BENNETT			REDFORD	MI	48240	2326	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:43:38	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2629490	67060	Reed City Area Public Schools	07918	09904	262949007918	Great Start Readiness Program	220 WEST LINCOLN AVE			REED CITY	MI	49677	1114	2318325548	220 WEST LINCOLN AVE			REED CITY	MI	49677	1114	000	N	Reportable Program	5	No	PK	04	1	No	2	Open	1	Open	1	26JAN2015:10:38:43	No	Y	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2630030	41210	Rockford Public Schools	02031	09391	263003002031	Rockford Special Services	235 COURTLAND ST			ROCKFORD	MI	49341	1033	6168636326	235 COURTLAND ST			ROCKFORD	MI	49341	1033	000	N	Reportable Program	5	No	UG	UG	4	No	2	Open	1	Open	1	26JAN2015:10:32:43	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2630030	41210	Rockford Public Schools	07832	09394	263003007832	Rockford Community Services	350 NORTH MAIN ST			ROCKFORD	MI	49341	1092	6168636322	4100 KROES ST NE			ROCKFORD	MI	49341	9295	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:32:43	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2630030	41210	Rockford Public Schools	07962	09951	263003007962	Rockford Preschool Child Care Center	350 NORTH MAIN ST			ROCKFORD	MI	49341	1020	6168636560	350 NORTH MAIN ST			ROCKFORD	MI	49341	1020	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:32:44	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2630090	50190	Romeo Community Schools	01497	09158	263009001497	Romeo Engineering Technology Center	62300 JEWELL RD			WASHINGTON	MI	48094	1640	5867520245	62300 JEWELL RD			WASHINGTON	MI	48094	1640	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:34:52	No	Y	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2630090	50190	Romeo Community Schools	07435	00839	263009007435	Croswell Elementary School	175 CROSWELL ST			ROMEO	MI	48065	5111	5867520422	175 CROSWELL ST			ROMEO	MI	48065	5111	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:34:50	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2630120	82130	Romulus Community Schools	08080	07915	263012008080	Romulus Adult Education	9650 WAYNE RD			ROMULUS	MI	48174	1551	7345321407	9650 Wayne Rd			Romulus	MI	48174	1551	000	N	Reportable Program	5	No	12	12	3	No	2	Open	1	Open	1	26JAN2015:10:43:41	No	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2630120	82130	Romulus Community Schools	08192	00503	263012008192	Cory GSRP	35200 Smith			Romulus	MI	48174		7345321400	35200 Smith			Romulus	MI	48174		000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:43:39	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2630390	73010	Saginaw School District of the City of	08036	09736	263039008036	Ruben Daniels Adult Ed - ETC	3115 MACKINAW ST			SAGINAW	MI	48602	3221	9893996700	3115 MACKINAW ST			SAGINAW	MI	48602	3221	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:39:40	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2630660	81120	Saline Area Schools	08201	00355	263066008201	Young Adult Program	200 NORTH ANN ARBOR ST			SALINE	MI	48176	1139	7344298000	7265 N ANN ARBOR ST			SALINE	MI	48176	1139	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:42:15	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2630990	17010	Sault Ste. Marie Area Schools	08098	00199	263099008098	Sault Area Career Center	904 MARQUETTE AVE			SAULT SAINTE MARIE	MI	49783	3301	9066353839	904 MARQUETTE AVE			SAULT SAINTE MARIE	MI	49783	3301	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:27:41	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2631320	64080	Shelby Public Schools	07869	09895	263132007869	Early Childhood Center	525 NORTH STATE ST			SHELBY	MI	49455	8201	2318616629	155 E 6th St			Shelby	MI	49455	1165	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:38:38	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2632250	63240	South Lyon Community Schools	01574	08975	263225001574	Early Childhood Center	310 NORTH WARREN ST			SOUTH LYON	MI	48178	1191	2485738360	310 NORTH WARREN ST			SOUTH LYON	MI	48178	1191	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:38:01	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2632250	63240	South Lyon Community Schools	08493	02265	263225008493	SPECIAL EDUCATION	62500 9 MILE RD			SOUTH LYON	MI	48178	2506	2485738220	62500 9 Mile Rd			South Lyon	MI	48178	2506	000	N	Reportable Program	5	No	UG	UG	4	No	2	Open	1	Open	1	26JAN2015:10:37:59	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2632280	82140	South Redford School District	01510	09162	263228001510	Shear Early Childhood Center	26141 Schoolcraft			Redford	MI	48239	2775	3135354000	26141 SCHOOLCRAFT			REDFORD	MI	48239	2775	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:43:43	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2632310	63060	Southfield Public School District	06780	02749	263231006780	Bussey Center for Early Child Education	19080 WEST 12 MILE RD			SOUTHFIELD	MI	48076	2542	2487467350	19080 WEST 12 MILE RD			SOUTHFIELD	MI	48076	2542	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:37:10	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2632370	41240	Sparta Area Schools	02038	07884	263237002038	Sparta Adult Education	1655 12 MILE RD NORTHWEST			SPARTA	MI	49345	9757	6168877321	480 SOUTH STATE ST			SPARTA	MI	49345	1550	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:32:46	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2632670	50120	Lake Shore Public Schools (Macomb)	08087	09835	263267008087	Lake Shore Adult Education	23055 MASONIC BLVD			SAINT CLAIR SHORES	MI	48082	2008	5862858880	23055 MASONIC BLVD			SAINT CLAIR SHORES	MI	48082	2008	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:34:39	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2633030	33200	Stockbridge Community Schools	08643	02598	263303008643	Great Start Readiness Program	305 W Elizabeth St			Stockbridge	MI	49285		5178518222	305 WEST ELIZABETH ST			STOCKBRIDGE	MI	49285	9791	000	N	Reportable Program	5	No	PK	KG	1	No	2	New	3	New	3	26JAN2015:10:30:20	No	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2633030	33200	Stockbridge Community Schools	08681	02604	263303008681	Stockbridge Adult Education	305 W Elizabeth St			Stockbridge	MI	49285		5178517188	305 W Elizabeth St			Stockbridge	MI	49285		000	N	Reportable Program	5	No	12	12	3	No	2	New	3	New	3	26JAN2015:10:30:20	No	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2633090	75010	Sturgis Public Schools	08472	02081	263309008472	Jerolene	303 EAST JEROLENE ST			STURGIS	MI	49091	1111	2696591537	303 E Jerolene St			Sturgis	MI	49091	1111	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:40:27	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2633540	82150	Taylor School District	07581	06907	263354007581	Taylor Career and Technical Center	9601 WESTLAKE ST			TAYLOR	MI	48180	3129	3132955750	9601 WESTLAKE ST			TAYLOR	MI	48180	3129	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:43:48	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2633540	82150	Taylor School District	08621	02330	263354008621	Johnson Preschool	20701 Wohlfeil St			Taylor	MI	48180	2846	3132958376	20701 Wohlfeil St			Taylor	MI	48180	2846	000	N	Reportable Program	5	No	PK	PK	1	No	2	New	3	New	3	26JAN2015:10:43:46	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2633870	28010	Traverse City Area Public Schools	01952	09704	263387001952	Oak Park	412 WEBSTER ST			TRAVERSE CITY	MI	49686	2650	2319331780	301 SOUTH GARFIELD AVE			TRAVERSE CITY	MI	49686	2932	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:29:20	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2633930	59080	Tri County Area Schools	08396	01303	263393008396	Edgerton Early Childhood Center	412 E EDGERTON ST			HOWARD CITY	MI	49329	8797	6166365454	412 E Edgerton St			Howard City	MI	49329	8797	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:36:18	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2634260	63150	Troy School District	01729	09460	263426001729	Troy GROW Program	1291 TORPEY DR			TROY	MI	48083	5444	2488793078	1291 TORPEY DR			TROY	MI	48083	5444	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:37:36	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2634260	63150	Troy School District	02026	09685	263426002026	Troy Early Childhood	201 WEST SQUARE LAKE RD			TROY	MI	48098	2931	2488235096	201 WEST SQUARE LAKE RD			TROY	MI	48098	2931	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:37:36	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2634470	50210	Utica Community Schools	00926	05640	263447000926	Naomi Gibbing Elementary School	11303 GREENDALE DR			STERLING HEIGHTS	MI	48312	2925	5867971000	11303 GREENDALE DR			STERLING HEIGHTS	MI	48312	2925	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:34:58	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2634470	50210	Utica Community Schools	07985	08958	263447007985	Community Education Center @ Walsh	38901 DODGE PARK RD			STERLING HEIGHTS	MI	48312	1323	5867976900	38901 Dodge Park Rd			Sterling Heights	MI	48312	1323	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:35:04	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2634470	50210	Utica Community Schools	07990	08969	263447007990	Joan C. Sergent Instructional Resource Center	14200 CANAL RD			STERLING HEIGHTS	MI	48313	2118	5867976800	14200 CANAL RD			STERLING HEIGHTS	MI	48313	2118	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:35:04	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2634560	82430	Van Buren Public Schools	01437	08882	263456001437	Early Childhood Development Center--ECDC	123 SOUTH EDGEMONT ST			BELLEVILLE	MI	48111	2830	7346992180	123 SOUTH EDGEMONT ST			BELLEVILLE	MI	48111	2830	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:44:20	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2634680	50220	Van Dyke Public Schools	08316	01542	263468008316	Van Dyke Public Schools Adult Education	23500 MAC ARTHUR BLVD			WARREN	MI	48089	1741	5867588363	23500 MAC ARTHUR BLVD			WARREN	MI	48089	1741	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:35:05	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2634680	50220	Van Dyke Public Schools	08482	02137	263468008482	KENNEDY EARLY CHILDHOOD CENTER	11333 KALTZ AVE			WARREN	MI	48089	1855	5867588349	11333 Kaltz Ave			Warren	MI	48089	1855	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:35:05	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2634710	79150	Vassar Public Schools	08669	02599	263471008669	Townsend North	220 Athletic St			Vassar	MI	48768		9898237512	524 ATHLETIC ST			VASSAR	MI	48768		000	N	Reportable Program	5	No	PK	PK	1	No	2	New	3	New	3	26JAN2015:10:41:16	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2634950	39170	Vicksburg Community Schools	02050	07890	263495002050	Adult and Community Ed. Building	301 SOUTH KALAMAZOO ST			VICKSBURG	MI	49097	1308	2693211020	301 SOUTH KALAMAZOO ST			VICKSBURG	MI	49097	1308	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	26JAN2015:10:31:34	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635160	63290	Walled Lake Consolidated Schools	00968	05707	263516000968	Walled Lake Schools Special Services	850 LADD RD BLDG D			WALLED LAKE	MI	48390	3086	2489562160	850 LADD RD			WALLED LAKE	MI	48390	3021	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:38:17	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635190	50230	Warren Consolidated Schools	01586	06549	263519001586	Career Preparation Center	12200 15 MILE RD			STERLING HEIGHTS	MI	48312	4000	5866984172	12200 15 MILE RD			STERLING HEIGHTS	MI	48312	4000	000	N	Reportable Program	5	No	10	12	3	No	2	Open	1	Open	1	26JAN2015:10:35:13	No	N	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635190	50230	Warren Consolidated Schools	08550	01903	263519008550	Middle School Mathematics Science Technology Center	27500 COSGROVE DR			WARREN	MI	48092	3093	5865743171	27500 Cosgrove Dr			Warren	MI	48092	3093	000	N	Reportable Program	5	No	06	08	2	No	2	Open	1	Open	1	26JAN2015:10:35:08	No	N	N	N	N	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635190	50230	Warren Consolidated Schools	08600	02478	263519008600	Hatherly Educational Center	35201 Davison			Sterling Hts	MI	48310		5866984084	35201 Davison St			Sterling Heights	MI	48310	5151	000	N	Reportable Program	5	No	PK	PK	1	No	2	New	3	New	3	26JAN2015:10:35:09	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635220	50240	Warren Woods Public Schools	01802	09272	263522001802	School Age Child Care	12900 Frazho Rd			Warren	MI	48089		5864394884	12900 FRAZHO RD			WARREN	MI	48089	1300	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:35:17	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635220	50240	Warren Woods Public Schools	01804	09363	263522001804	Warren Woods Day Care	12900 Frazho Rd			Warren	MI	48089	1300	5864394884	12900 FRAZHO RD			WARREN	MI	48089	1300	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	26JAN2015:10:35:17	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	26	MI	MICHIGAN	MI Dept of Ed (MDE) & MI Center for Ed Perf and Info (CEPI)	2635310	63300	Waterford School District	08254	01117	263531008254	Waterford Lifetracks Program - Crary Campus	501 N Cass Lake Rd			Waterford	MI	48328		2486823242	501 N Cass Lake Rd			Waterford	MI	48328	2307	000	N	Reportable Program	5	No	UG	UG	4	No	2	Open	1	Open	1	26JAN2015:10:38:21	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
